Date,Day of the week,"1-workday, 2-Saturday, 3-Sunday, >4-untypical",Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24
20010415,7,4.02,278179,250624,234904,228097,232339,232811,216971,230386,253519,258901,256276,250047,251623,252215,249383,235477,227597,228142,234037,263674,312057,308942,310167,287884
20010416,1,4.03,257751,234475,221358,217972,221020,220842,208215,213868,236181,255131,263066,267144,268324,271649,268237,250214,241077,238352,246320,273464,328236,332869,319600,283692
20010417,2,1,256183,240623,234487,234508,247583,275886,317470,365936,404593,426892,436535,430057,431834,431577,422437,398354,385730,374192,372492,408218,443672,420447,387520,337137
20010418,3,1,304496,288428,280645,284997,295058,305989,355158,401139,426206,429682,429595,426312,421389,421027,410411,390892,387123,375175,377846,406508,443446,428737,391078,342702
20010419,4,1,305719,288987,282468,281687,291142,305539,356956,406346,434118,437557,431213,425178,416006,412333,406049,389037,378273,370853,373506,398165,442400,425567,389863,341537
20010420,5,1,305070,285422,279104,279202,289516,305788,352177,397939,421670,430063,436817,440497,438497,442362,441203,418497,406618,404958,405524,419803,446902,427938,399654,350245
20010421,6,2,315148,293842,283199,282135,283703,284938,305240,335147,365465,386760,401170,407497,400080,390664,375555,362121,349421,341240,340739,354382,388281,377748,354759,316851
20010422,7,3,283095,261728,249867,244209,243368,236108,226996,236980,257604,282390,305480,314016,315832,325368,322248,308954,304884,302832,318783,353233,377613,368374,352778,307925
20010423,1,1,275032,259776,255824,254812,265720,291703,350428,405671,435496,448847,454904,453772,450969,456929,444351,422373,402188,399630,402477,422489,447232,433711,401147,350088
20010424,2,1,311991,290579,285715,284681,293893,310367,358049,414611,423289,446324,454699,454968,450869,450538,446335,428390,416138,408217,419645,437937,457753,437113,403812,353509
20010425,3,1,314845,300084,293188,291716,300036,309438,360839,406506,430770,441983,442957,437634,428632,426308,416889,390316,375018,362507,360322,367838,420779,424767,389884,338321
20010426,4,1,300948,284133,275532,274949,281258,290546,343618,386135,419680,420305,445800,447544,443232,435305,432613,410441,394119,379962,383710,408286,440051,427284,389397,341521
20010427,5,1,305227,283395,276007,276714,285979,295362,344740,384505,402249,405059,401319,399878,391505,388028,378764,365929,358587,336971,340089,354954,396552,403619,371788,324878
20010428,6,2,285697,264535,254936,251751,253569,248183,270094,295696,314595,326503,329670,332020,327723,318546,307034,295274,284630,279791,279239,292428,345189,348605,325332,284796
20010429,7,3,247012,226677,215933,211385,210262,189638,194369,207064,228306,241096,248365,245772,244875,244870,238550,229800,222807,220054,221858,241255,293990,308791,298100,254257
20010430,1,1,217666,202211,195287,193975,199844,197469,234097,269552,296130,305290,303963,296267,295827,297835,289769,279659,270297,264943,261917,266999,305762,327436,297087,246564
20010501,2,4.04,210690,195132,186951,181909,177782,161652,170394,193642,220494,238309,244540,239683,235206,234150,226654,216122,208876,204702,208401,217179,264809,289437,261285,221621
20010502,3,1,189421,174127,167065,163017,167708,162810,188060,217857,245298,261026,264920,264871,261337,262438,256868,241711,238377,234890,231888,238187,276825,300810,270708,228011
20010503,4,4.05,194491,176699,168947,162998,160665,134506,148765,165766,191733,206724,213399,213492,211740,211575,203960,193978,187881,184772,188638,201394,246016,278326,249487,212350
20010504,5,1,182161,169701,162454,161778,164340,167692,207777,240272,268060,282350,288948,288297,286404,285443,282731,272797,266904,262624,261704,275070,312973,322029,288240,247682
20010505,6,2,212764,194132,188351,185537,183172,173188,192417,218719,248701,267963,275997,274914,270324,264022,255748,246379,239138,245008,268479,276811,294725,294916,267482,228524
20010506,7,3,198137,181552,172061,167234,162162,148000,151350,167210,193189,214512,222874,226190,227376,225411,222813,213482,208470,211014,216916,234997,279916,297342,275089,226262
20010507,1,1,192204,180907,172289,178946,184615,204484,267520,322217,353127,368405,376045,373292,369351,366414,358504,342986,330532,319333,339639,364525,370678,370622,331814,281915
20010508,2,1,241678,221122,216902,217647,216465,230010,287498,334206,356469,362520,364467,363719,359681,356885,353560,338868,327947,319458,314712,316283,343571,369525,330541,278256
20010509,3,1,237001,220458,217455,215591,215253,227677,283820,335000,357014,363009,366651,366381,361046,357122,351127,338595,327684,318058,313548,318895,344900,367179,329725,278675
20010510,4,1,242725,223962,217986,216789,217441,232663,286363,334654,357406,366628,367874,366268,361239,356967,351340,338291,326388,319552,314472,317858,342295,365343,329101,278147
20010511,5,1,241908,222178,216641,216235,215836,229544,280428,329938,352742,360851,362792,363583,361249,351108,348014,336094,322740,320280,316597,317046,336866,365752,332634,288301
20010512,6,2,249754,227850,216935,214603,203566,197067,223718,256223,286450,299721,306426,306818,303188,290053,277330,267515,261696,257102,259723,264662,286752,316689,293555,259134
20010513,7,3,221713,195444,185165,178793,166234,159939,167460,182885,207596,223536,231731,232446,231955,230985,227042,216437,209660,206215,210878,223050,260273,297864,283974,232815
20010514,1,1,200519,187362,183221,183726,180430,205564,266446,323313,348449,360010,364226,363687,361463,353559,347462,334057,323554,314090,309078,310019,327596,367326,327853,274268
20010515,2,1,234706,217349,210674,211195,201148,220219,278713,326751,351002,352989,359997,359347,359122,355116,350123,338136,331252,321548,321961,329443,349457,365316,322670,272372
20010516,3,1,237686,219746,213606,212813,210284,221708,283216,335117,356722,367411,374188,372457,366091,362322,355729,341828,327795,320051,311248,321728,336003,362464,333154,280311
20010517,4,1,240665,221970,216315,215060,209859,222729,280486,334272,355575,361515,368348,364222,357151,356986,353200,340475,330832,322344,325502,344258,360664,364213,322749,274237
20010518,5,1,238471,225446,219139,216615,209422,222878,284659,328885,349819,358694,367088,373991,383151,385808,383165,358786,342676,331593,324341,324308,334608,357266,329819,282841
20010519,6,2,240397,222839,216700,211610,200437,197798,219234,245419,279740,296978,303246,307442,303372,290705,277509,267121,261544,252289,254286,261301,295280,316289,292501,250958
20010520,7,3,211873,191469,181155,178453,160779,154791,164394,183832,202992,220482,228770,228775,229135,229643,221201,215038,209452,207631,213910,221524,242940,294495,283584,230906
20010521,1,1,194968,181957,177689,178700,174636,206400,267966,320280,348160,358739,363954,364049,361451,357331,351039,337690,325936,319109,312158,315554,332718,365587,329364,277973
20010522,2,1,240544,224824,219286,219558,210477,228191,287905,335415,361849,365344,369728,369631,366668,362684,357539,341458,330978,321668,315760,319352,330236,369004,338415,284654
20010523,3,1,244276,226081,220218,217613,210297,231329,292117,335968,361335,368616,368724,369578,365098,357014,352935,337150,326085,312237,311295,309508,319452,360066,335288,284767
20010524,4,1,244298,223244,219366,215587,203238,224716,281129,325687,353384,364138,367591,365963,361709,358060,351233,339481,325413,315405,309029,308883,318001,355454,331248,277826
20010525,5,1,236648,218725,210432,210861,199472,221741,276037,323690,347390,359768,361291,360617,358940,349512,345815,330270,320314,310223,305736,304778,315101,350051,326114,275846
20010526,6,2,238436,218751,211093,203829,185131,186742,210684,237773,266764,284580,292236,293437,287185,278123,264897,253621,244341,240162,240985,246765,256516,298992,287312,247415
20010527,7,3,210728,187556,177793,171324,152633,148954,158109,174820,200167,215628,224958,228146,227852,226722,218270,208893,204106,206141,214553,220300,232498,278726,276058,222004
20010528,1,1,190489,176506,169997,169456,162014,191574,258897,314026,349730,368704,379786,380100,380276,374037,366423,348769,335373,320808,321715,333854,337496,355004,322967,276086
20010529,2,1,233293,216819,212165,215695,203872,218556,268414,325454,352495,360132,366903,370209,365948,361121,358483,342114,333372,323684,321946,318096,317647,353509,326316,275011
20010530,3,1,235444,219894,214750,213532,204928,223252,280316,333990,361684,372764,375082,383126,381543,376278,371294,355539,337645,330295,331955,339086,340136,357881,332069,279501
20010531,4,1,242457,224937,218099,218861,206748,222859,278242,332497,352531,365272,367456,366543,365475,360914,351607,334266,324293,323144,312216,323147,329014,351653,325183,277314
20010601,5,1,239662,220627,211668,212113,198494,219441,272342,322664,331972,348823,354384,355668,351506,351205,342766,331418,318922,311942,308317,316744,314454,342906,320815,275945
20010602,6,2,238062,216827,206238,200956,189714,192556,209908,242714,269120,285809,295895,298687,291283,287235,264196,267948,252579,247566,247781,255349,269129,297107,281959,244417
20010603,7,3,208287,188084,177553,168948,157356,149373,155157,168275,191703,211188,228081,231229,234794,234492,226156,215866,206494,205687,206648,219494,231176,268771,281308,234727
20010604,1,1,194193,177510,171042,171057,167060,195712,256801,298979,335320,353227,361945,367751,370606,373954,368381,345453,333298,319152,321329,335535,348687,363673,327358,278074
20010605,2,1,244384,226751,218604,218277,209390,227602,278686,331547,357235,363453,366310,367770,364909,362132,354069,336991,327680,318374,315599,317528,325919,354250,329548,281548
20010606,3,1,242742,224360,216105,213066,203303,224319,281036,336715,364242,363569,367240,371577,370450,368721,361487,355019,334546,334394,322082,324312,325692,351248,335259,283497
20010607,4,1,237657,222027,218284,220475,205574,223908,286337,332291,353435,361401,365530,364866,361155,357809,350586,335160,323246,319948,312785,314724,325718,345059,329906,278200
20010608,5,1,237327,219156,210530,209240,198575,217861,277692,326553,336934,353929,357832,359588,356308,351976,340969,330435,321690,313466,305744,306234,306920,333626,329199,285706
20010609,6,2,248724,228226,210173,206308,196525,188943,221700,246636,272131,290343,304164,306331,301891,290376,277937,263955,260924,255049,255208,260244,267557,290673,286446,252548
20010610,7,3,212534,188691,176607,172688,150737,144804,150731,171172,195996,211862,226133,231471,236396,228506,223874,213942,203949,202670,216068,237328,254312,275085,268766,225763
20010611,1,1,195466,179994,174832,170068,161608,193876,258593,311931,343378,368215,377778,388096,383373,381856,376164,359016,341347,329116,322191,329565,313390,344771,330942,282682
20010612,2,1,241866,223152,216039,216853,202158,222284,277073,328934,356041,366404,369558,368449,369270,371604,374516,357256,338775,329690,331910,338643,362272,364907,329774,272185
20010613,3,1,245523,225364,221972,218769,206375,229790,282908,331135,360931,367252,367397,370194,366581,373988,348995,332386,323350,315847,304912,304165,299592,329858,320828,277580
20010614,4,4.06,237487,211220,197551,189792,162726,148343,147076,160155,187851,201225,205072,203108,203228,209918,203557,192184,184235,180839,184535,198688,202929,239224,258662,224300
20010615,5,1,186563,168528,162548,156936,141639,163943,202688,243713,272303,289218,272649,301630,307620,294046,291392,278792,269784,261418,259113,260072,261850,291479,285655,248008
20010616,6,2,204525,188895,179985,168962,154874,159357,176450,208079,237412,253486,267333,265729,265893,263948,254905,244506,245053,250064,253184,252391,254661,278236,263102,228815
20010617,7,3,196386,176208,165107,161283,142005,138480,145336,162666,184669,199792,210596,218602,221621,220293,215239,207628,202522,205137,214180,236230,238223,259761,269737,235716
20010618,1,1,195743,176942,170177,169034,166840,192108,253274,292008,347708,361014,365817,365983,362666,357734,354756,339987,330945,311527,314564,316791,320109,336864,317823,270605
20010619,2,1,234488,213504,210166,210078,195970,220074,273171,314048,353033,358779,372852,373964,374020,366928,352676,342816,333975,315530,315184,320030,325032,344616,323300,278702
20010620,3,1,235282,218696,209493,210637,199302,217674,270346,313580,345626,360756,367135,373336,369702,367330,361529,340766,328916,318120,313828,323454,324528,340307,329377,281048
20010621,4,1,242391,224206,212119,210050,195313,215767,269279,320395,345974,358581,363436,365417,365806,356911,349633,336414,327693,319584,309963,315283,321669,343467,326567,279106
20010622,5,1,236700,218483,212005,211548,202562,214617,267781,334417,345533,360319,360909,362195,363114,354805,332143,337686,321771,311480,311140,304133,301697,325188,327413,286454
20010623,6,2,245872,218587,205929,202987,187112,187887,205286,236317,261453,285205,303056,309281,311192,298954,289621,281176,274847,267339,270276,285145,288503,300616,288560,250696
20010624,7,3,217666,194042,185170,176542,165110,154676,155859,168680,193807,210662,231379,245362,235837,236139,227445,218490,211951,206531,224970,221950,231495,259019,268410,231850
20010625,1,1,195443,178262,172635,168156,154972,184166,248179,294955,323442,343129,352158,362023,352082,347100,334778,328582,307918,304850,302661,311287,313499,324728,317261,275978
20010626,2,1,233802,218270,210349,206167,190251,208643,252566,304067,341712,349014,356121,358570,353108,350894,338630,332044,315939,308844,303361,312465,319598,325960,320043,278473
20010627,3,1,236995,215641,208022,202561,191725,213770,265347,308409,335530,349513,351577,357574,354078,347486,339554,320389,310225,301992,299780,298251,295012,314097,304602,268666
20010628,4,1,229626,211408,205236,200790,190397,208610,263050,311185,337321,349062,346198,348330,346545,343462,334401,326090,310138,306232,299416,297074,294883,316523,318378,275416
20010629,5,1,232757,212223,206039,201526,186616,208366,254687,296447,319171,332152,349346,363477,354402,346761,339645,318823,310826,307501,302028,307596,308913,323032,308936,269786
20010630,6,2,229838,213592,202536,197845,181523,179767,186360,213094,244676,263332,273264,277840,275064,271024,257990,253942,264545,239779,234156,231157,231747,261320,272687,239611
20010701,7,3,205171,184151,172534,163669,144665,142494,149075,164388,184697,201922,211060,213070,213516,213238,210787,200737,195214,201347,209865,222892,227949,256618,253378,213546
20010702,1,1,183228,170087,163510,163111,153371,174152,225780,268618,298684,314437,324438,328517,325365,321636,315298,303083,292735,284992,278684,277497,288561,312893,298928,252769
20010703,2,1,217572,200109,194717,192005,178144,195294,242138,284154,309864,321355,328657,330197,327280,323992,318448,305702,293046,285677,283135,286512,288810,311526,303905,259721
20010704,3,1,221855,202712,196124,196367,185752,201691,245170,287159,313306,325501,334044,337571,335409,328781,323212,310397,298992,292276,287902,287220,285085,309061,308875,261953
20010705,4,1,223810,204619,198231,197185,182792,201178,248442,290348,317521,329811,336634,337490,334297,329917,322592,310133,299575,293848,287762,283794,279396,308395,315467,270965
20010706,5,1,232203,212263,203270,199496,185163,201651,248069,290180,316494,326742,331669,335700,331223,325614,318286,307202,298352,289665,282410,279535,277033,301062,307190,266486
20010707,6,2,229960,209570,199627,193433,169602,169807,188069,214318,239742,255254,261838,263196,261014,255719,245655,232768,226779,221934,219785,221279,223048,254669,263587,229160
20010708,7,3,196618,176011,167460,162758,143822,140087,144295,157633,176382,192410,202168,203840,205923,206358,201896,193435,188911,187857,190584,199908,207055,248026,248720,213988
20010709,1,1,182807,167357,162339,161131,155812,172888,222976,264514,295995,314110,327653,334058,333365,326420,317158,301670,290583,282489,276153,278897,292335,305896,290593,251057
20010710,2,1,214856,196263,189696,190419,184988,195411,235882,275897,302218,316150,323348,326111,323770,319499,311478,298167,287982,281076,275134,273070,272167,300844,299039,256715
20010711,3,1,220478,200378,193856,190017,180551,193335,237398,280390,306938,320368,327618,329651,327599,323523,315561,304226,291554,287156,280306,280527,292499,315185,293439,252455
20010712,4,1,218040,200223,194000,193415,182822,194041,238538,276799,304794,318009,324302,326721,324178,318056,312504,300047,290532,281803,275316,277366,271878,299416,302552,260435
20010713,5,1,221641,202538,196170,192517,181616,192402,234586,272768,296292,311192,316488,320747,317120,312111,303365,290373,281708,275978,274744,282615,281932,299732,287025,248435
20010714,6,2,214040,195778,188337,182863,163901,159316,179207,205632,230087,243701,252011,253649,251613,247231,239322,229986,224525,219594,214895,216838,222476,253812,260815,226859
20010715,7,3,198822,178823,165120,160673,142859,136792,145396,160066,180775,194977,204512,204867,204090,203816,198109,191718,187142,188117,190581,196870,205676,249164,249533,214598
20010716,1,1,184947,169393,161810,160815,152927,168883,217475,261224,293702,308562,317691,321054,319016,312970,304842,292480,279498,273610,271132,274235,262943,270132,242516,215236
20010717,2,1,194765,181570,176683,177942,172924,180284,223912,260869,288590,304862,317587,317215,314594,307015,301240,290391,282524,291009,291105,289446,308870,306745,280169,240072
20010718,3,1,208954,192044,186243,186213,183343,191388,232138,269393,297749,308283,316626,327356,326185,319155,312072,300072,285547,275907,270360,268424,267155,297351,291456,247130
20010719,4,1,213434,195850,189878,187664,179048,186813,233998,270264,295909,306959,315535,319792,317712,311604,303772,294472,283322,278868,275086,274430,270936,303756,289217,246617
20010720,5,1,212171,195039,188636,187205,184011,188166,229248,263467,291691,302263,313158,317304,316234,311776,306345,296273,285132,273720,267797,266658,274421,306014,283460,244922
20010721,6,2,212098,195175,186213,180796,169267,158632,176617,195836,222112,238370,247669,250567,250194,244266,235427,227363,221865,215986,218574,219218,230077,260630,247866,212985
20010722,7,3,183316,165558,159775,152844,142625,131167,137385,148718,168455,185024,195380,198326,199561,199479,194808,186612,181111,180275,179634,186623,195536,247956,245902,207938
20010723,1,1,177114,161842,157000,156551,153535,168194,220022,260505,291190,309262,317507,319912,318942,314165,307136,293169,281855,278084,272926,275125,278047,309208,290973,249658
20010724,2,1,216893,198703,192313,192062,191455,195686,238854,276556,305758,319461,325707,329007,328570,323180,313958,304492,291988,283869,283758,285885,291160,316620,296688,253104
20010725,3,1,219440,200213,194093,193482,193124,195761,241944,277045,303966,318242,328348,330857,329704,323355,316020,302880,290684,287977,284667,286134,292128,314066,291828,251138
20010726,4,1,219549,200862,195246,195254,192659,193383,236657,273883,304690,320556,331313,341369,338485,328178,319427,308387,297552,292559,285289,283604,287796,316034,293990,254997
20010727,5,1,218592,201627,196184,193052,190302,194108,236751,277265,302334,316514,326293,331799,324930,322403,312300,299886,284886,281383,274697,270336,264418,309409,295678,258525
20010728,6,2,223396,200724,188495,184011,175374,159320,178453,204017,235035,250477,257045,260215,257366,252971,243456,233213,227380,221762,217231,216414,224308,266605,256700,221660
20010729,7,3,190352,171266,163159,157724,148726,135806,143885,158918,178523,195353,203400,205241,205431,206199,199586,191856,185568,186687,186316,193873,207646,258306,251849,213916
20010730,1,1,186276,169542,163870,163972,164019,176022,228077,271251,303570,319498,327583,330681,328164,324846,316719,303580,292890,284578,279592,280603,286384,323418,301991,259123
20010731,2,1,223400,203558,198749,198418,195084,199329,242952,283907,309432,322674,331276,334658,330512,326298,320197,308500,297884,288474,282931,283614,305517,330062,299559,254173
20010801,3,1,223118,206099,198959,199568,200472,202825,243580,281644,308214,323267,328601,331950,333622,326342,318835,306256,294418,284421,280724,279073,287806,320492,298785,253733
20010802,4,1,219974,202473,195484,195264,194034,196367,241302,281852,306249,311860,322546,322741,329101,315083,309380,291885,281126,274122,273305,271901,285014,315845,292426,249723
20010803,5,1,213832,195843,191913,191913,188952,190158,235020,271484,296519,300004,318337,319212,316165,324899,306969,294548,286353,280032,270302,269944,285798,311566,292196,250476
20010804,6,2,217524,198992,189939,182924,182364,168794,182910,204792,228539,246783,254360,256241,253960,247724,237822,228058,222020,217556,220795,229227,254038,268121,246452,213620
20010805,7,3,183856,166442,157898,153841,153409,136460,140237,149678,168025,186467,201887,206502,208043,207558,201532,189675,183780,183262,184558,193650,214451,257978,241500,203325
20010806,1,1,176335,163893,158865,157146,160751,170558,224525,266031,298336,314366,320692,326789,325038,317713,313448,298865,285208,273739,272631,275735,293895,321524,291981,251612
20010807,2,1,219640,204460,197372,196238,198762,199800,245531,285290,309556,322926,331759,338002,334038,329086,319078,304768,294099,287866,285048,283437,312874,328694,297920,255217
20010808,3,1,223298,206488,201526,201166,203001,202508,247509,288129,313654,324855,334097,337162,334123,329017,323290,311034,301474,293366,287879,288880,311350,328062,301122,256942
20010809,4,1,225676,210011,203926,202922,204762,206252,251214,292133,316490,329151,335156,337665,334326,327296,320057,306610,297383,289888,287089,289114,315379,332228,302454,259759
20010810,5,1,225324,209366,203112,202844,206181,207464,252314,293020,320956,338248,350372,349921,343266,334650,325138,309868,297979,290380,287671,285590,307154,318870,293257,255984
20010811,6,2,223837,207238,197086,194294,195643,178998,195258,216825,241300,256750,266196,267068,264714,255617,247053,237836,232424,224528,224005,230203,254406,276208,252944,220212
20010812,7,3,190473,172987,164692,159691,158717,140926,143948,156015,176298,191920,201693,204750,206176,206268,202528,194420,189233,186728,190080,200959,237775,263340,246202,208911
20010813,1,1,183312,169830,162929,164087,170392,178637,227555,265521,296840,308638,318636,323622,323689,320930,312898,298203,286566,280519,285622,297953,327644,319698,288281,247871
20010814,2,1,217094,201139,194691,194044,199561,206674,249105,286074,313856,326189,331657,335482,335100,330226,321673,309613,296730,289242,283529,288554,316916,326002,297227,255067
20010815,3,4.07,218414,199753,191568,184779,181461,149357,149137,159833,180886,199666,208459,209726,209739,207466,199546,191634,185659,185586,187446,196839,237778,263268,246100,210384
20010816,4,1,182572,167820,160912,162138,168404,180543,235683,274846,306273,322446,330532,332876,329144,325251,317919,305080,296151,288868,285949,290803,327363,331705,303233,260270
20010817,5,1,226983,212552,205516,204034,208576,206152,244195,281140,308542,318611,324371,328262,326677,321342,314440,303396,295523,289556,287066,286419,320615,322225,294085,258582
20010818,6,2,227076,209035,199506,194488,195120,181312,196610,218114,240767,255341,266059,269152,267145,260544,251600,240282,233938,229151,227466,232184,272965,282601,258422,224942
20010819,7,3,198576,181936,171511,166183,165533,150273,149461,162115,183378,201473,210521,212954,212888,214155,206966,200296,195238,196275,199812,213912,259302,275746,255835,218626
20010820,1,1,192962,177782,171939,171289,179518,192221,240555,285854,316985,334003,341381,344931,342293,335324,329046,315602,303268,296194,295696,301086,340529,336630,305130,266136
20010821,2,1,232776,214499,209044,208993,215060,220733,261002,291413,323103,340080,345578,357387,351178,341133,332026,320650,312550,302582,298317,312261,345736,333240,301890,260687
20010822,3,1,230958,214471,208961,208625,213916,224694,263281,303512,330866,343318,351148,353536,351654,346063,338699,322682,309650,299272,295425,320808,358475,337318,304741,266088
20010823,4,1,235694,218498,213235,212266,218499,225389,262158,302820,327338,338435,346973,350753,347068,343579,336628,321301,311441,304733,297452,303337,349024,342995,309436,266069
20010824,5,1,233299,215113,209205,208876,214236,220273,257659,298312,324132,333340,341065,344852,344860,335194,327014,315010,302011,293432,289553,297863,343247,334986,304987,266385
20010825,6,2,232750,214384,204656,198374,198085,189239,200608,223529,249218,265358,274061,275457,270009,263487,253251,242421,234861,231148,230020,239888,287079,284135,260740,226263
20010826,7,3,196990,179774,170233,165861,166937,155490,150763,162826,185298,202782,212243,214308,214278,214501,209251,200585,193781,192668,197598,214717,271137,271147,255392,218993
20010827,1,1,192082,177821,172306,172352,181611,200180,245633,289124,322303,340016,346948,351204,348570,341778,335430,320695,309847,304465,309213,322252,352710,330595,293830,256478
20010828,2,1,225406,210299,204188,204219,209679,222866,257467,297964,324153,335468,342973,345894,345152,340195,333180,319128,308711,306852,301358,314160,361191,338626,301118,259122
20010829,3,1,225787,210860,207077,205840,211639,229516,265638,306981,331370,345566,354804,358389,355808,349315,338640,323128,310622,303044,298386,318097,369133,342018,304432,262037
20010830,4,1,228508,214387,208876,206533,214450,227425,264314,303886,330779,342702,349845,352206,348866,344536,334729,320840,312031,301929,299893,317008,365228,341013,306488,261176
20010831,5,1,227964,212789,207212,206374,212514,225908,262006,301800,327901,337202,346058,348447,345103,335483,325848,313094,303683,293949,293957,316641,358026,338234,301291,261509
20010901,6,2,226898,209081,200589,196529,196539,194385,200972,224505,250040,263539,274356,277810,277764,271986,265528,257896,260113,264459,267048,291719,309744,289883,264599,225275
20010902,7,3,196896,178625,169802,166375,167904,165167,153840,163996,187711,209137,227371,233411,236690,238133,233706,224773,219696,221140,225431,262097,303546,292157,269383,226030
20010903,1,1,193502,180438,175704,177211,187113,214392,262712,310384,338141,336931,355992,359271,358346,368270,343516,332581,320300,315496,317679,353922,379317,352030,308553,266570
20010904,2,1,232098,216956,210684,211632,218107,241864,283844,330062,334593,358520,356388,372422,375526,357397,350576,334162,320931,319618,325196,363164,384984,356305,311634,264888
20010905,3,1,231700,216314,211032,213806,220737,244123,289789,340025,360254,370145,378539,383703,380450,376257,369262,359945,355198,354525,367142,395669,391100,359524,318624,273797
20010906,4,1,240027,222219,217232,215694,222893,248131,296133,338063,359988,364629,369500,367380,362297,359318,353725,342228,328258,319046,312714,359660,389796,359952,318669,272148
20010907,5,1,235816,219980,214335,212860,222410,247187,289700,334819,353701,357490,360861,358237,355081,349945,342758,334784,328225,321358,336544,370186,380620,352477,314140,273782
20010908,6,2,236423,217297,212557,207431,209227,212091,215412,239820,266716,287336,296395,305448,305289,298041,283253,273510,268369,257328,262789,307372,324477,307784,283354,243135
20010909,7,3,208706,190055,180328,175340,177149,177390,165593,178078,202900,226860,241198,244274,245803,245999,238346,228458,219260,224648,256696,302967,323310,309032,282017,236895
20010910,1,1,207127,193109,188226,189331,199974,235339,288264,341335,373663,396103,407625,411686,411949,410624,402187,381207,364463,367143,381775,417379,412932,382595,339197,293510
20010911,2,1,255133,239037,232408,233270,241279,269194,313902,361786,375433,400053,408409,410038,404799,402996,388048,372481,364018,357970,363874,410412,419892,388382,348203,302139
20010912,3,1,263360,243088,237466,239404,245076,272522,317092,369246,398024,411790,416190,422200,415374,412995,402645,383154,366710,360286,361247,408886,427016,393782,352502,305107
20010913,4,1,266235,249480,240908,241555,248704,276316,321878,370685,391920,405421,407299,406750,393007,389166,380524,372068,367638,363020,377435,422744,426972,393055,350803,303762
20010914,5,1,267541,248089,241872,239695,247483,274551,313690,357928,378582,385357,387465,387992,380268,371905,364190,358337,347328,334747,364994,409780,403082,373056,334439,293774
20010915,6,2,256917,237620,224877,221296,221586,227910,234432,253594,282884,300870,308852,310942,306172,298433,286130,279696,274140,266708,275117,336277,350031,332794,301056,264250
20010916,7,3,226389,206923,194636,188156,189610,193677,186586,193552,217658,244138,265919,272235,279408,284172,281142,270149,270973,273707,290680,333919,342508,325708,302202,257668
20010917,1,1,224190,208296,202664,203552,212056,250478,305731,356527,385665,398785,393721,397354,399326,398391,381465,363213,356464,344577,362763,423647,420585,386246,346565,302815
20010918,2,1,264333,245654,237642,239115,246838,277671,321420,362042,391988,401348,412151,408896,399354,396190,393867,364030,356251,350604,358765,422842,425016,394282,351253,303315
20010919,3,1,268558,250055,242036,241566,250919,279425,325732,368259,388956,394779,393462,396837,389234,384038,373315,356927,343472,338256,347936,421532,425450,389882,348004,301174
20010920,4,1,263377,245622,239937,242080,249199,280307,323684,361093,382093,386002,384481,383827,378297,374709,367503,353134,341706,336669,355230,421843,418614,385492,342646,296856
20010921,5,1,260482,244035,238234,237572,245015,273583,316900,358321,382532,389500,396496,395067,390022,384422,379267,358248,344011,366268,399862,424362,410549,381039,342996,301192
20010922,6,2,264477,245694,235483,232616,232801,241397,248601,267015,288918,303698,311295,310218,307912,301048,289462,279360,274115,274404,292994,356765,353135,335792,308260,269717
20010923,7,3,234867,214872,203317,199969,198536,203394,195121,199498,220847,240189,251343,250380,248430,250294,243970,237432,231470,234840,259998,336762,338994,328543,303359,259380
20010924,1,1,227026,210151,204371,204785,213271,251952,309522,351029,378796,394109,395919,396712,396703,397595,397785,389556,375576,369222,390492,435717,422848,387915,344264,300946
20010925,2,1,264366,247460,241354,243950,249921,280976,330744,373667,393525,402441,406281,406378,400272,402820,399701,382163,374521,377848,407339,447663,430257,395766,358260,311279
20010926,3,1,273963,256577,249592,249968,259603,290502,339964,376788,397563,403041,404042,401652,397403,390818,379399,365436,356356,358448,395790,448820,435375,402229,361824,313116
20010927,4,1,278858,261121,255347,254863,263411,295369,343651,380650,402275,411718,415367,412850,407860,401154,392714,376400,364184,362330,400445,454314,438648,407132,363965,315151
20010928,5,1,279090,263953,256172,255691,262957,291273,346709,387158,417161,432328,438107,429820,422716,413086,411635,394271,386425,385124,411177,447522,430706,401145,365214,322890
20010929,6,2,285940,265778,256981,251297,254187,260678,268243,280952,306235,322482,330843,330118,320452,312303,300717,289820,282909,281954,320548,374578,365048,347546,321750,286766
20010930,7,3,252407,228014,214868,210732,211806,217264,210173,213145,234376,251349,261693,260674,259930,260463,256482,247133,243842,252086,297441,354161,350114,335724,310066,266653
20011001,1,1,237318,219339,215570,213218,224132,263126,326847,367236,397426,395008,400894,399765,393462,392734,378491,358588,351078,353250,405034,436321,419847,383800,338087,299810
20011002,2,1,262044,246444,240088,239215,254332,273443,331626,375378,390663,393003,393011,387861,380394,374910,362505,351013,342002,345111,390435,432970,414069,381585,336355,284083
20011003,3,1,248062,237432,231169,232362,242648,275994,321790,351793,360077,374714,382344,367594,419748,372688,355283,348642,338743,331277,378314,424802,399728,366022,326065,282591
